Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Old Stock Cellar Reserve (Aged In Bourbon Barrels);Old Ale;North Coast Brewing Co.;North Coast Brewing Co. Old Stock Cellar Reserve (Aged In Bourbon Barrels);Notes:Vintages: 2005, 2009, 2013\t;13.16;30.0;65.0;8;61;79.0;35;106;15;0;38;;21;128.0
Fourth Dementia (4D);Old Ale;Kuhnhenn Brewing Company;Kuhnhenn Brewing Company Kuhnhenn Fourth Dementia (4D);Notes:Previously Fourth Dementia2009 11.8%2010 13.5%2011 13.5%\t;13.5;30.0;65.0;2;72;51.0;25;178;31;0;78;;21;149.0
Old Peculier;Old Ale;T & R Theakston Ltd.;T & R Theakston Ltd. Theakston Old Peculier;Notes:Old Peculier is possibly one of the country’s most well-known and loved ales. This unique, beautiful brew is often imitated but never matched and is sold literally all over the world. With countless awards to its credit, it is something of which every Briton can be very proud and is the epitome of the greatest of British brewing tradition.In the early years of the modern brewing era, about two hundred years ago, many brewers produced a dark, strong ‘stock’ beer in the winter months, to provide a base amount of fermented beer to add to beers brewed in the rather more volatile months of the summer.Old Peculier probably owes its origins to this. The name pays tribute to the unique ecclesiastical status of Masham as a ‘Court of the Peculier’ and is also reference to the strong characteristic of the beer! For many years it was affectionately referred to as Yorkshire’s ‘Lunatic’s Broth’.\t;5.6;30.0;65.0;10;36;22.0;40;88;32;2;61;;9;97.0
Adam From The Wood;Old Ale;Hair of the Dog Brewing Company / Brewery and Tasting Room;Hair of the Dog Brewing Company / Brewery and Tasting Room Adam From The Wood;Notes:Our Adam aged in American Oak barrels. First released in 2000, and released again in November 2011 in 12oz bottles. This 12% beer has lots of the typical HOTD aromas: Caramel, brown sugar, tons of raisin and tobacco. Fig, date, and plum fruitiness in that order. This has a fairly strong earthy vinousness as well as oak vanilla.\t;;30.0;65.0;6;79;47.0;22;127;25;0;76;8.0;35;88.0
Ola Dubh Special Reserve 12;Old Ale;Harviestoun Brewery Ltd.;Harviestoun Brewery Ltd. Ola Dubh Special Reserve 12;"Notes:Ola Dubh (or ""Black Oil"") is so named because it is gloopy and viscous. This limited release has been matured in casks from Orkney's award-winning Highland Park distillery to add complementary whisky notes to what is already an amazing brew. It is chocolatey with a roasty, bittersweet aftertaste.Highland Park 12 Year Old Single Malt Scotch Whisky was awarded a Double Gold medal at San Francisco World Spirits Competition 2007; it lends balance, smoothness and subtle smoke.\t";8.0;30.0;65.0;8;86;65.0;41;51;7;0;13;16.0;33;85.0
Cherry Adam From The Wood;Old Ale;Hair of the Dog Brewing Company / Brewery and Tasting Room;Hair of the Dog Brewing Company / Brewery and Tasting Room Cherry Adam From The Wood;Notes:Cherry Adam from the Wood is aged with locally grown black cherries in Bourbon and Sherry casks for 15 months.First release - November 2008Second release - November 2009Third release - March 2011Fourth release - November 2012\t;13.5;30.0;65.0;4;56;51.0;18;86;21;0;97;8.0;32;103.0
Winter Ale;Old Ale;Alaskan Brewing Co.;Alaskan Brewing Co. Alaskan Winter Ale;Notes:English Olde Ale. Traditionally malty with the warming sensation of alcohol, Olde Ales are brewed in the fall as winter warmers.Brewed in the style of an English Olde Ale, this ale balances the sweet heady aroma of spruce tips with the clean crisp finish of noble hops. Its malty richness is complemented by the warming sensation of alcohol.Alaskan Winter is made from glacier-fed water, Sitka spruce tips and a generous blend of the finest quality European and Pacific Northwest hop varieties and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from the more than 90 inches of rainfall we receive each year. 22 IBU\t;6.4;30.0;65.0;21;39;31.0;31;66;22;1;31;76.0;11;77.0
Christmas Ale;Old Ale;Saint Arnold Brewing Company;Saint Arnold Brewing Company Saint Arnold Christmas Ale;Notes:A rich, copper colored, hearty ale perfect for the holiday season with a malty sweetness and spicy hop character. The generous use of five different malts is responsible for the full flavor and high alcohol level of this beer.\t;7.7;30.0;65.0;6;35;22.0;31;56;12;1;13;41.0;33;91.0
Ola Dubh Special Reserve 16;Old Ale;Harviestoun Brewery Ltd.;Harviestoun Brewery Ltd. Ola Dubh Special Reserve 16;Notes:;8.0;30.0;65.0;9;71;49.0;37;42;8;0;18;11.0;31;74.0
Autumn Ale;Old Ale;Breckenridge Brewery;Breckenridge Brewery Autumn Ale;Notes:Our fall seasonal combines the malty goodness of a German lager with the clean crispness of an American ale. Brewed with Munich malts and a delicate blend of Bavarian hops, it's a full-bodied treat with a nutty-sweet middle, a warming alcohol level and notes of toasted grains. A pre-winter winner.21 IBU\t;7.0;30.0;65.0;7;42;21.0;25;55;7;0;15;19.0;3;91.0
Ola Dubh Special Reserve 18;Old Ale;Harviestoun Brewery Ltd.;Harviestoun Brewery Ltd. Ola Dubh Special Reserve 18;Notes:;8.0;30.0;65.0;12;79;49.0;33;75;12;1;27;11.0;42;97.0
Olde Suffolk English (Strong Suffolk Vintage) Ale;Old Ale;Greene King / Morland Brewery;Greene King / Morland Brewery Olde Suffolk English (Strong Suffolk Vintage) Ale;Notes:;6.0;30.0;65.0;16;57;14.0;31;118;31;0;66;34.0;27;131.0
Ola Dubh Special Reserve 30;Old Ale;Harviestoun Brewery Ltd.;Harviestoun Brewery Ltd. Ola Dubh Special Reserve 30;Notes:Every bottle of this extremely limited Ola Dubh 30th Anniversary Ale has been individually numbered. Our ale has been aged for up to six months in first fill sherry butts, formerly used to mature Highland Park's award-winning 30 Year Old Single Malt Scotch Whisky. These hand selected butts add subtle whisky notes to what is already a complex ale with its chocolatey mouthfeel and distinctive bittersweet finish. The high ABV has been deliberately created to stand up to, and blend with, the intensity of flavor created by the infused wood.\t;8.0;;65.0;7;128;720.0;44;89;13;3;46;29.0;53;115.0
Gale's Prize Old Ale;Old Ale;George Gale & Company Ltd;George Gale & Company Ltd Gale's Prize Old Ale;Notes:;9.0;;650.0;10;47;;20;68;53;1;45;12.0;12;48.0
Winter Warmer;Old Ale;Lancaster Brewing Company;Lancaster Brewing Company Winter Warmer;Notes:Our classic Olde Ale delivers a complex malt flavor and blend of British and American hops. True to its name, this beer finishes with a nice warming alcohol flavor.\t;8.9;30.0;65.0;9;44;40.0;39;73;20;1;42;38.0;16;79.0
Hibernation Ale - Barrel-Aged;Old Ale;Great Divide Brewing Company;Great Divide Brewing Company Barrel Aged Hibernation Ale;Notes:Over 12 months in whiskey barrels has completely transformed our prized winter seasonal, producing a Hibernation that starts with big whiskey flavors before mellowing out into luscious chocolate, dark fruit and vanilla. If you can only take one beer into your cave this winter, we suggest this one.\t;12.4;30.0;65.0;5;88;83.0;35;126;21;0;42;25.0;40;102.0
Triple Exultation;Old Ale;Eel River Brewing Co.;Eel River Brewing Co. Triple Exultation;Notes:;9.7;30.0;65.0;13;59;51.0;42;113;27;0;56;33.0;19;103.0
Big Dick's Olde Ale;Old Ale;Arcadia Brewing Company;Arcadia Brewing Company Arcadia Big Dick's Olde Ale;Notes:;9.0;30.0;65.0;7;63;55.0;41;127;42;1;59;51.0;13;109.0
Unobtanium Barrel-Aged Old Ale;Old Ale;Straight To Ale;Straight To Ale Barrel-Aged Unobtanium Old Ale;Notes:Unobtanium is a barrel-aged English-style Old Ale that ages for six months in a bourbon barrel, soaking up all sorts of amazing whiskey character as well as hints of oak and vanilla. The name was taken from an old aerospace/engineering term for a specific material or object (often imaginary, impossible or highly improbable to obtain) needed to complete any given project.And, before you ask, we did not take the name from the elusive metal in Avatar. James Cameron reportedly named the substance as an inside joke to his fellow techie/gear-heads. Our version is much tastier, though.\t;11.5;30.0;65.0;17;48;94.0;16;115;34;1;76;16.0;38;123.0
Thanksgiving Ale;Old Ale;Mayflower Brewing Company;Mayflower Brewing Company Mayflower Thanksgiving Ale;Notes:The first and only perennial offering in our Cooper’s Series of limited batch beers. Mayflower Thanksgiving Ale is an inspired blend of two brewing styles: American Strong Ale and English Old Ale. Aged on American white oak, this full-bodied brew warms the soul with hints of caramel, vanilla and spicy nuts. The perfect beverage for our favorite holiday.\t;6.7;;65.0;18;69;40.0;42;97;31;1;37;51.0;53;151.0
Figgy Pudding;Old Ale;Block 15 Brewery & Restaurant;Block 15 Brewery & Restaurant Figgy Pudding;"Notes:""Inspired by a 16th century English Christmas cake our Figgy Pudding is brewed with English Pale & Specialty malts & molasses and fermented with London ale yeast. After fermentation we matured Figgy Pudding in brandy barrels before conditioning with mission figs, Ceylon cinnamon and nutmeg.""64 cases of 750ml bottles produced in November 2010.Re-released in November 2011.\t";11.0;30.0;65.0;15;47;70.0;26;171;49;0;87;8.0;58;117.0
Ola Dubh Special Reserve 40;Old Ale;Harviestoun Brewery Ltd.;Harviestoun Brewery Ltd. Ola Dubh Special Reserve 40;Notes:;8.0;30.0;65.0;8;116;71.0;39;95;16;2;39;26.0;63;102.0
Old Woody;Old Ale;Fish Brewing Company / Fishbowl Brewpub;Fish Brewing Company / Fishbowl Brewpub Old Woody;Notes:;10.0;30.0;;15;73;55.0;40;111;33;0;60;59.0;18;88.0
Billy The Mountain;Old Ale;Upright Brewing Company;Upright Brewing Company Billy The Mountain;"Notes:Inspired by the great Prize Old Ale once brewed by Gales in England, this beer is deeply malty and full of ripe fruit, leather, wine and oak flavors. The Billy is partially barrel aged with brettanomyces yeast, lending a distinct twang and developing unique aromas over time. Bottled still and best served at about 55F to be finished at room temperature. Cellar for up to five years.""Billy the Mountain - A traditional English-style Old Ale, having undergone over five months of oak barrel aging and another several months in the bottle.""Malts: organic pale, ashburne mild, caramelUnmalted: black barleyAlso: molassesYeasts: London ESB and brettanomyces clausennii First Release - January 2010Second Release - January 2011Third Release - December 2011\t";9.1;30.0;65.0;38;58;19.0;26;85;105;0;71;17.0;9;85.0
Lights Out Holiday Ale;Old Ale;Blue Mountain Brewery;Blue Mountain Brewery Lights Out Holiday Ale;Notes:;7.0;30.0;65.0;110;43;22.0;37;82;23;0;26;36.0;22;
Old Flame;Old Ale;DuClaw Brewing Company;DuClaw Brewing Company Old Flame;Notes:;7.5;30.0;65.0;22;36;24.0;27;102;48;0;46;23.0;8;
Dark & Handsome;Old Ale;Box Steam Brewery;Box Steam Brewery Dark & Handsome;Notes:;5.0;30.0;;21;80;10.0;77;54;33;0;44;47.0;17;108.0
Orval Trappist Ale;Pale Ale - Belgian;Brasserie d'Orval S.A.;Brasserie d'Orval S.A. Orval Trappist Ale;Notes:Orval beer is a high fermentation beer. The ageing process adds a fruity note, which strikes a subtle balance between the beer’s full-bodied yet complex flavour and bitterness.The beer was first brewed in 1931 and owes its unparalleled taste to the quality of the water, the hops and the yeast used. The brewery has selected very aromatic and unique hop varieties, which hark back to the first brewmaster of Orval, who hailed from Bavaria. The beer’s aromas are very pronounced while maintaining the right level of bitterness thanks to the English method of dry hopping.The various stages of fermentation – combined fermentation with the original yeast and with wild yeast, followed by fermentation in the bottle – mean the beer must age for some time and requires numerous quality controls.\t;6.9;20.0;30.0;23;23;17.0;39;38;70;0;39;56.0;24;23.0
Rare Vos Amber Ale;Pale Ale - Belgian;Brewery Ommegang;Brewery Ommegang Rare Vos (Amber Ale);Notes:Rare Vos Amber Ale is styled after the smooth, drinkable beers popular in Belgian cafés. It pours a light copper hue, contrasting beautifully with a big, creamy white head. The nose offers orange blossoms and slight spice.On the palate, the caramel maltiness shines strongly but with little sweetness. The profile leans toward dry fruity (yeast-affiliated), slightly fruity/hoppy with a beguiling spiciness. This complex, medium-bodied beer has a smooth mid-palate and moderate dry finish.Well-balanced in all elements, it's a mild, mellow brew.\t;6.5;;30.0;17;29;9.0;15;60;51;0;48;16.0;36;35.0
Redemption;Pale Ale - Belgian;Russian River Brewing Company;Russian River Brewing Company Redemption;Notes:;5.15;20.0;30.0;29;34;10.0;20;28;52;2;59;24.0;25;35.0
Palm / Palm Speciale;Pale Ale - Belgian;Brouwerij Palm NV;Brouwerij Palm NV Palm / Palm Speciale;Notes:ABV 5.1 to 5.4%\t;5.4;20.0;30.0;8;34;23.0;37;73;49;0;63;64.0;21;88.0
Karma Belgian Style Pale Ale;Pale Ale - Belgian;Avery Brewing Company;Avery Brewing Company Karma;Notes:;5.2;20.0;30.0;29;43;12.0;18;108;65;1;93;23.0;27;70.0
Luciérnaga, The Firefly;Pale Ale - Belgian;Jolly Pumpkin Artisan Ales;Jolly Pumpkin Artisan Ales Luciérnaga, The Firefly;Notes:June\t;6.5;20.0;30.0;26;36;11.0;36;41;120;4;83;64.0;37;
Raftman;Pale Ale - Belgian;Unibroue;Unibroue Raftman;Notes:Unibroue introduced Raftman to the Quebec market in March 1995. This coral-hued beer has a unique taste that combines the smooth character of smoked malt whisky with the flavours of fine yeast.IBU: 15.5\t;5.5;20.0;30.0;24;47;23.0;17;70;53;0;65;40.0;60;69.0
Verboten;Pale Ale - Belgian;Weyerbacher Brewing Co.;Weyerbacher Brewing Co. Verboten;Notes:Formerly Zotten, but taken off the market in Feb 2010 in a copyright infringement agreement between Weyerbacher and Bierbrouwerij De Halve Maan.\t;5.9;20.0;30.0;19;47;19.0;43;65;71;0;77;53.0;47;37.0
Stone Soup;Pale Ale - Belgian;New Glarus Brewing Company;New Glarus Brewing Company Stone Soup;Notes:;;20.0;30.0;38;45;22.0;24;61;81;4;119;38.0;57;61.0
Liquid Gold;Pale Ale - Belgian;Captain Lawrence Brewing Co.;Captain Lawrence Brewing Co. Liquid Gold;Notes:Light golden in color, but packed with flavor. This Belgo-American Ale is bursting with the spicy aromas and flavors created by the unique imported yeast strain. Fermented at higher temperatures, this beer throws off notes of clove, banana and citrus fruit. Light in color but big on flavor.\t;6.0;20.0;30.0;21;26;17.0;21;41;48;1;51;;50;
De Koninck APA (Antwaarpse Pale Ale);Pale Ale - Belgian;Brouwerij De Koninck NV;Brouwerij De Koninck NV De Koninck;Notes:;5.2;20.0;30.0;17;38;16.0;33;83;46;1;53;51.0;13;74.0
Brugse Zot;Pale Ale - Belgian;Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan;Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan Brugse Zot;Notes:;6.0;20.0;30.0;25;30;10.0;22;41;47;1;55;28.0;19;40.0
Taras Boulba;Pale Ale - Belgian;Brasserie de la Senne;Brasserie de la Senne Taras Boulba;Notes:Light blonde with 4.5% alc., generously hopped with the finest aromatic hops, giving it a very refreshing character and a scent reminiscent of citrus.\t;4.5;20.0;30.0;25;24;;58;22;45;3;49;83.0;16;
Dorée;Pale Ale - Belgian;Bières de Chimay S.A.;Bières de Chimay S.A. Dorée;"Notes:The menu at the abbey's cafe (Auberge de Poteaupré) lists this beer as ""Speciale De Poteaupré.""\t";4.8;20.0;30.0;26;46;2.0;11;60;54;2;60;34.0;25;36.0
The Citizen;Pale Ale - Belgian;DC Brau Brewing Co.;DC Brau Brewing Co. The Citizen;"Notes:The Citizen Belgian Ale is inspired by the timeless Tripel style ales of Belgium. Using a traditional high gravity ""Abbey"" yeast strain that encourages the production of highly palatable ethanol notes supported by Aromatic and ""The Citizen"" also exhibits the noble hop spiciness that is common to most Belgian Ales. Reigning in at 7.0% ABV this is the Brau's strongest offering in our flagship portfolio. Become a Citizen of the world, one sip at a time!\t";7.0;20.0;30.0;17;20;16.0;32;62;41;1;58;38.0;27;43.0
Belgian Style Amber Ale;Pale Ale - Belgian;Dark Horse Brewing Company;Dark Horse Brewing Company Dark Horse Amber Ale;"Notes:Formerly known as Dark Horse Amber AleWhile the malt and hops give this beer an amazing copper color, medium body, and a smooth mouth feel; it’s the yeast that sets this one apart from other amber ales. Inspired by Belgium's beer, women and mussels we thought it would be cool to give our Amber a little Belgian touch. We accomplish this by using an ""almost Belgian"" yeast strain producing similar esters and flavors commonly found in more traditional Belgian beers.\t";5.5;20.0;30.0;10;41;11.0;25;65;32;0;48;32.0;27;74.0
Singel;Pale Ale - Belgian;Hardywood Park Craft Brewery;Hardywood Park Craft Brewery Singel;Notes:Unfiltered, unpasteurized, and uninhibited, Hardywood Singel is a feat in balance. Sunshine golden with a fluffy head and a veil of Belgian ale yeast, Singel’s tropical fruit esters complement its spicy hop aromatics. Delicate in body, Singel’s mellow, dry finish culminates a truly ethereal experience. Hardywood Singel's stylistic inspiration originates with the Trappist brewers of western Europe, who are often celebrated for their gloriously complex dubbels and tripels, and whose devotion to crafting heavenly libations is second to none. Unknown to many, some of the Trappist brewers also brew a milder ale for daily consumption within the walls of the monastery. Hardywood Singel is our interpretation of this style.30 IBU\t;6.2;20.0;30.0;25;27;16.0;25;34;47;2;45;34.0;41;24.0
Saint's Devotion;Pale Ale - Belgian;The Lost Abbey;The Lost Abbey Saints' Devotion;Notes:A Brett-finished version of our Devotion Ale. Saint’s Devotion is bottle conditioned with brettanomyces to deepen the layers of flavor on our most hop-forward beer from Lost Abbey lineup.\t;6.8;20.0;30.0;33;44;13.0;40;65;134;0;118;61.0;30;27.0
Bruegel Amber Ale;Pale Ale - Belgian;Brouwerij Van Steenberge N.V.;Brouwerij Van Steenberge N.V. Bruegel Amber Ale;Notes:;5.2;20.0;30.0;15;33;11.0;31;93;48;1;52;37.0;13;71.0
Cuvée Des Trolls;Pale Ale - Belgian;Brasserie Dubuisson Frères sprl;Brasserie Dubuisson Frères sprl Cuvée Des Trolls;Notes:he Cuvée des Trolls was created in 2000 in the tanks of microbrewery Le Brasse-Temps, which was established in Louvain-la-Neuve by Brasserie Dubuisson.It is an unfiltered blonde beer with a natural cloud. The beer is produced using only yeast, malt, hops, sugar and water and has an alcohol volume of 7%.Thanks to the addition of dried orange peel during the boiling process, the beer has very pleasant fruity aromas that are in beautiful harmony with its delicate, fully rounded taste.\t;7.0;20.0;30.0;29;26;18.0;35;67;73;0;84;55.0;29;47.0
Hommel Bier;Pale Ale - Belgian;Perennial Artisan Ales;Perennial Artisan Ales Hommel Bier;Notes:A dry-hopped Belgian Pale Ale which defies tradition by combining Chinook and Columbus hops in the kettle, a dry hop addition of Simcoe, Cascade, and Mt. Hood Hops, American malts, and a Belgian yeast strain. The result is a beer with earthy and spicy tones from the yeast and a slight orange note contributed by the hops.\t;5.9;20.0;;26;45;10.0;72;41;65;0;74;115.0;28;44.0
Fatty Boombalatty;Pale Ale - Belgian;Furthermore Beer;Furthermore Beer Fatty Boombalatty;Notes:;7.2;20.0;30.0;14;36;22.0;29;48;47;0;67;46.0;29;50.0
Lil' Devil;Pale Ale - Belgian;AleSmith Brewing Company;AleSmith Brewing Company AleSmith Lil' Devil;Notes:;5.95;20.0;30.0;21;38;16.0;36;57;59;1;80;57.0;33;47.0
Hell's Belle;Pale Ale - Belgian;Big Boss Brewing;Big Boss Brewing Hell's Belle;Notes:;7.0;;30.0;19;36;24.0;32;74;47;0;66;44.0;40;46.0
Saranac Belgian Ale;Pale Ale - Belgian;Matt Brewing Company;Matt Brewing Company Saranac Belgian Ale;Notes:;5.9;20.0;30.0;13;35;14.0;28;53;30;0;37;37.0;37;45.0
Witkap Pater Singel / Stimulo;Pale Ale - Belgian;Brouwerij Slaghmuylder;Brouwerij Slaghmuylder Witkap Pater Singel / Stimulo;Notes:;6.0;20.0;30.0;45;42;18.0;28;70;99;2;100;56.0;35;43.0
Zinnebir;Pale Ale - Belgian;Brasserie de la Senne;Brasserie de la Senne Zinnebir;Notes:;6.0;20.0;30.0;26;33;11.0;41;47;76;1;84;70.0;22;32.0
It Takes A Lot Of Great Beer To Make Great Wine;Pale Ale - Belgian;Russian River Brewing Company;Russian River Brewing Company It Takes A Lot Of Great Beer To Make Great Wine;"Notes:There is an old familiar saying in the wine business: ""It takes a lot of great beer to make great wine!"" Winemakers, cellar workers, and grape pickers alike rarely (if ever) reach for a nice big glass of red wine in the middle of harvest. Wine is quite delicious, but not very refreshing on a hot summer day. The beverage of choice during harvest is BEER! Ice-cold, refreshing, and thirst-quenching BEER! The beer in this bottle is a toast to our winemaking friends who work around the clock during harvest to make world-class wine right here in our own back yard! Cheers!Brewed with a blend of California ale yeast and saison yeast.\t";5.2;20.0;30.0;41;34;8.0;68;38;64;3;80;91.0;4;54.0
It's Alright!;Pale Ale - Belgian;Mikkeller ApS;Mikkeller ApS It's Alright!;Notes:Brewed at De Proef Brouwerij, Lochristi-Hijfte, Belgium.Ingredients: Water, malt (pale and caramunich), light rock sugar, hops (hallertauer og styrian goldings), ale yeast and brettanomyces.\t;4.5;20.0;30.0;20;26;13.0;36;40;127;0;72;50.0;9;35.0
White Birch Belgian Style Pale Ale;Pale Ale - Belgian;White Birch Brewing;White Birch Brewing White Birch Belgian Style Pale Ale;Notes:This straw colored beer greets with an aroma of noble hops, pears and Belgian esters. The flavor follows nicely with a moderately spicy hop and Belgian yeast effect buoyed by a soft malt body. The finish is crisp and dry. We enjoy this beer with spicy foods, grilled steaks, grilled chicken and mandarin salad. Where you take it is only limited by your imagination. For those interested in styles, the name of this beer comes from the color over trying to meet any particular style.\t;6.4;20.0;30.0;21;41;25.0;63;82;62;0;83;95.0;47;68.0
Fleur De Lehigh;Pale Ale - Belgian;Philadelphia Brewing Company;Philadelphia Brewing Company Fleur De Lehigh;Notes:;4.5;20.0;30.0;18;34;7.0;20;22;58;0;61;52.0;88;39.0
Bière Du Boucanier Red;Pale Ale - Belgian;Brouwerij Van Steenberge N.V.;Brouwerij Van Steenberge N.V. Bière Du Boucanier Red;Notes:;7.0;20.0;30.0;25;46;20.0;14;147;63;2;96;27.0;33;68.0
Levon;Pale Ale - Belgian;Omnipollo;Omnipollo Leon;Notes:Formerly LeonLeon is whole-cone hopped and fermented dry using a champagne yeast. The yeast and the hops (Amarillo & Simcoe) in combination with a variety of malts.\t;6.5;;30.0;37;39;12.0;63;55;84;5;89;92.0;26;47.0
Prima Pils;Pilsner - German;Victory Brewing Company;Victory Brewing Company Prima Pils;Notes:Prima! It’s a German exclamation of joy. It’s a recognition of accomplishment. It’s what escaped from our lips the first time we sampled this mighty pilsner recipe. With heaps of whole flower European hops and fine German malts, we achieved the bracing herbal bite and smooth malt flavor that we sought. Prima… an exclamation of Victory! Prost!44 IBU\t;5.3;25.0;40.0;34;28;60.0;57;10;21;9;23;;15;56.0
Samuel Adams Noble PilsBoston Beer Company (Samuel Adams);Pilsner - German;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Noble Pils;Notes:Samuel Adams® Noble Pils is brewed with all 5 Noble hops for a distinct hop character and fresh taste. Deep golden in color with a citrusy hop aroma, Samuel Adams Noble Pils is a traditional Bohemian Pilsner. The honeyed malt character from traditional Bohemian malt is balanced by delicate yet pronounced citrus, floral, and piney notes from the Noble hops. The winner of our 2009 Beer Lover's Choice® election, this beer was chosen by over 67,000 drinkers for its crisp complexity and refreshing taste.\t;4.9;25.0;40.0;37;26;6.0;62;23;24;3;23;112.0;19;65.0
Beck's;Pilsner - German;Brauerei Beck & Co.;Brauerei Beck & Co. Beck's;Notes:;5.0;25.0;40.0;25;17;2.0;23;15;5;0;7;36.0;5;29.0
Scrimshaw Pilsner;Pilsner - German;North Coast Brewing Co.;North Coast Brewing Co. Scrimshaw Pilsner;Notes:Named for the delicate engravings popularized by 19th century seafarers, Scrimshaw is a fresh tasting Pilsner brewed in the finest European tradition using Munich malt and Hallertauer and Tettnang hops. Scrimshaw has a subtle hop character, a crisp, clean palate, and a dry finish.\t;4.5;;40.0;31;26;7.0;29;23;10;4;8;49.0;6;47.0
Premium Pils (Premium Beer);Pilsner - German;Bitburger Brauerei;Bitburger Brauerei Bitburger Premium Pils;Notes:Marketed as Premium Beer in the USA.Note first the bright, fresh golden colour and rich frothy head so typical of this elegant Pilsner beer. Its refined herbal notes are delicately poised, followed by a nutty and honeyed aftertaste. The overall impression of this gently sparkling beer is one of deep harmony, with the unmistakeable bitterness of the hops balanced and contained by an agreeable, mellow sweetness in the body.\t;4.8;25.0;40.0;33;31;6.0;43;23;6;5;5;81.0;12;80.0
The Crisp;Pilsner - German;Sixpoint Brewery;Sixpoint Brewery Sehr Crisp Pilsner;Notes:Old world craftsmanship with new, clean flavors. Bright pilsner malts meet Noble hop character. The Crisp, American Pilsner innovation.We were sixty feet underground when the beer came calling. While sinking tankards in ancient beer caves near the foot of the Alps, inspiration struck -- and at that exact moment, THE CRISP® was born. The can in your hand turns obsession to reality. Now that's Crisp.\t;5.4;25.0;40.0;43;26;12.0;45;17;34;7;35;59.0;13;56.0
Sunshine Pils;Pilsner - German;Tröegs Brewing Company;Tröegs Brewing Company Tröegs Sunshine Pils;Notes:Like the rising sun, Sunshine Pils delivers winter, spring, summer and fall. This deceptive complex pilsner is all about the tightrope walk of two-row barley, zesty Saaz hops and lager yeast. It's a go-to when the sun is shining, and it makes us happy when skies are gray.\t;4.5;25.0;40.0;32;23;6.0;43;13;6;6;11;78.0;13;56.0
Bohemia Clásica;Pilsner - German;Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.;Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Bohemia Clásica;Notes:Also known as Bohemia Clásica Golden Pilsner\t;4.7;25.0;;25;17;4.0;35;23;15;4;15;64.0;6;53.0
Radeberger Pilsner;Pilsner - German;Radeberger Exportbierbrauerei;Radeberger Exportbierbrauerei Radeberger Pilsner;Notes:;4.8;25.0;40.0;29;21;80.0;42;7;7;3;6;64.0;4;52.0
Pilsner;Pilsner - German;Brooklyn Brewery;Brooklyn Brewery Brooklyn Pilsner;Notes:Brooklyn Pilsner is a refreshing golden lager beer, brewed in the style favored by New York’s pre-prohibition brewers. In the 1840’s, the pilsner style emerged from central Europe to become the world’s most popular style of beer. Like its ancestors, Brooklyn Pilsner is traditionally brewed from the finest German two-row barley malts. German-grown Perle and Hallertauer hops provide a crisp, snappy bitterness and fresh, floral aroma. The flavor of the malt comes through in the finish. We ferment Brooklyn Pilsner at cool temperatures, and then give it a long, gentle maturation (lagering), which results in a beer of superior complexity and smoothness. We believe that you will find there to be none finer. Unlike mass-marketed so-called pilsners, Brooklyn Pilsner does not contain cheap fillers such as corn or rice, nor does it contain any preservatives or stabilizers. Brooklyn Pilsner is the real thing.\t;5.1;25.0;40.0;35;29;7.0;54;13;8;8;9;72.0;2;49.0
Saranac Adirondack Lager;Pilsner - German;Matt Brewing Company;Matt Brewing Company Saranac Adirondack Lager;Notes:German Amber Lager\t;5.5;25.0;40.0;19;32;3.0;31;44;20;3;18;41.0;4;76.0
Jever Pilsener;Pilsner - German;Friesisches Brauhaus zu Jever GmbH & Co KG;Friesisches Brauhaus zu Jever GmbH & Co KG Jever Pilsener;Notes:Hardly any other premium beer has remained as true to itself as Jever. For 170 years now, Jever has been cultivating its own Frisian-bitter taste.The special mix of the best brewing water and high-quality hops makes our Jever so Frisian-tart and refreshing at the same time!\t;4.9;25.0;40.0;39;24;16.0;76;18;20;8;16;122.0;9;70.0
König Pilsener;Pilsner - German;König-Brauerei GmbH;König-Brauerei GmbH König Pilsener;Notes:;4.9;25.0;40.0;37;37;14.0;57;17;5;5;4;83.0;18;56.0
Pikeland Pils;Pilsner - German;Sly Fox Brewing Company;Sly Fox Brewing Company Pikeland Pils;Notes:OG 11 ºP / 44 IBUs\t;4.9;25.0;40.0;38;21;3.0;58;26;14;3;15;80.0;10;53.0
Pils (Pilsner);Pilsner - German;Bayerische Staatsbrauerei Weihenstephan;Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Pilsner;"Notes:Known as ""Pilsner"" in the USA.Golden-yellow and bright, with 32 bitter units and quite hoppy compared to most of the other Pilsners our Weihenstephaner Pilsner comes up with a distinctive aroma of hops with a pleasant bitterness. This combination provides a balanced mix and guarantees great enjoyment. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.\t";5.1;25.0;40.0;56;23;8.0;71;37;20;8;21;;23;
